abilities,name,pokedex_number,japanese_name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,base_egg_steps,base_happiness,weight_kg,capture_rate,classfication,experience_growth,height_m,base_total,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,stage
"['Tough Claws', 'Sniper', 'Pickpocket']",Barbaracle,689,Gamenodesガメノデス,rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,50,5120,70,96,45,Collective Pokémon,1000000,1.3,500,72,105,115,54,86,68,6,0,1
"['Poison Point', 'Poison Touch', 'Adaptability']",Skrelp,690,Kuzumoクズモー,poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,5120,70,7.3,225,Mock Kelp Pokémon,1000000,0.5,320,50,60,60,60,60,30,6,0,0
"['Poison Point', 'Poison Touch', 'Adaptability']",Dragalge,691,Dramidoroドラミドロ,poison,dragon,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,50,5120,70,81.5,55,Mock Kelp Pokémon,1000000,1.8,494,65,75,90,97,123,44,6,0,1
['Mega Launcher'],Clauncher,692,Udeppouウデッポウ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,3840,70,8.3,225,Water Gun Pokémon,1250000,0.5,330,50,53,62,58,63,44,6,0,0
['Mega Launcher'],Clawitzer,693,Blosterブロスター,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,3840,70,35.3,55,Howitzer Pokémon,1250000,1.3,500,71,73,88,120,89,59,6,0,1
"['Dry Skin', 'Sand Veil', 'Solar Power']",Helioptile,694,Erikiteruエリキテル,electric,normal,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,50,5120,70,6,190,Generator Pokémon,1000000,0.5,289,44,38,33,61,43,70,6,0,0
"['Dry Skin', 'Sand Veil', 'Solar Power']",Heliolisk,695,Elezardエレザード,electric,normal,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,50,5120,70,21,75,Generator Pokémon,1000000,1,481,62,55,52,109,94,109,6,0,1
"['Strong Jaw', 'Sturdy']",Tyrunt,696,Chigorasチゴラス,rock,dragon,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,88.1,7680,70,26,45,Royal Heir Pokémon,1000000,0.8,362,58,89,77,45,45,48,6,0,0
"['Strong Jaw', 'Rock Head']",Tyrantrum,697,Gachigorasガチゴラス,rock,dragon,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,88.1,7680,70,270,45,Despot Pokémon,1000000,2.5,521,82,121,119,69,59,71,6,0,1
"['Refrigerate', 'Snow Warning']",Amaura,698,Amarusアマルス,rock,ice,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,88.1,7680,70,25.2,45,Tundra Pokémon,1000000,1.3,362,77,59,50,67,63,46,6,0,0
"['Refrigerate', 'Snow Warning']",Aurorus,699,Amarurugaアマルルガ,rock,ice,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,88.1,7680,70,225,45,Tundra Pokémon,1000000,2.7,521,123,77,72,99,92,58,6,0,1
"['Cute Charm', 'Pixilate']",Sylveon,700,Nymphiaニンフィア,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,88.1,8960,70,23.5,45,Intertwining Pokémon,1000000,1,525,95,65,65,110,130,60,6,0,1
"['Limber', 'Unburden', 'Mold Breaker']",Hawlucha,701,Luchabullルチャブル,fighting,flying,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,50,5120,70,21.5,100,Wrestling Pokémon,1000000,0.8,500,78,92,75,74,63,118,6,0,0
"['Cheek Pouch', 'Pickup', 'Plus']",Dedenne,702,Dedenneデデンネ,electric,fairy,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,50,5120,70,2.2,180,Antenna Pokémon,1000000,0.2,431,67,58,57,81,67,101,6,0,0
"['Clear Body', 'Sturdy']",Carbink,703,Melecieメレシー,rock,fairy,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,,6400,70,5.7,60,Jewel Pokémon,1250000,0.3,500,50,50,150,50,150,50,6,0,0
"['Sap Sipper', 'Hydration', 'Gooey']",Goomy,704,Numeraヌメラ,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,2.8,45,Soft Tissue Pokémon,1250000,0.3,300,45,50,35,55,75,40,6,0,0
"['Sap Sipper', 'Hydration', 'Gooey']",Sliggoo,705,Numeilヌメイル,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,17.5,45,Soft Tissue Pokémon,1250000,0.8,452,68,75,53,83,113,60,6,0,1
"['Sap Sipper', 'Hydration', 'Gooey']",Goodra,706,Numelgonヌメルゴン,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,150.5,45,Dragon Pokémon,1250000,2,600,90,100,70,110,150,80,6,0,2
"['Prankster', 'Magician']",Klefki,707,Cleffyクレッフィ,steel,fairy,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,50,5120,70,3,75,Key Ring Pokémon,800000,0.2,470,57,80,91,80,87,75,6,0,0
"['Natural Cure', 'Frisk', 'Harvest']",Phantump,708,Bokureiボクレー,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,5120,70,7,120,Stump Pokémon,1000000,0.4,309,43,70,48,50,60,38,6,0,0
"['Natural Cure', 'Frisk', 'Harvest']",Trevenant,709,Ohrotオーロット,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,5120,70,71,60,Elder Tree Pokémon,1000000,1.5,474,85,110,76,65,82,56,6,0,1
"['Pickup', 'Frisk', 'Insomnia']",Pumpkaboo,710,Bakecchaバケッチャ,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,5120,70,15,120,Pumpkin Pokémon,1000000,0.8,335,59,66,70,44,55,41,6,0,0
"['Pickup', 'Frisk', 'Insomnia']",Gourgeist,711,Pumpjinパンプジン,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,50,5120,70,39,60,Pumpkin Pokémon,1000000,1.7,494,85,100,122,58,75,54,6,0,1
"['Own Tempo', 'Ice Body', 'Sturdy']",Bergmite,712,Kachikohruカチコール,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,99.5,190,Ice Chunk Pokémon,1000000,1,304,55,69,85,32,35,28,6,0,0
"['Own Tempo', 'Ice Body', 'Sturdy']",Avalugg,713,Crebaseクレベース,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,505,55,Iceberg Pokémon,1000000,2,514,95,117,184,44,46,28,6,0,1
"['Frisk', 'Infiltrator', 'Telepathy']",Noibat,714,Onbatオンバット,flying,dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,5120,70,8,190,Sound Wave Pokémon,1000000,0.5,245,40,30,35,45,40,55,6,0,0
"['Frisk', 'Infiltrator', 'Telepathy']",Noivern,715,Onvernオンバーン,flying,dragon,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,5120,70,85,45,Sound Wave Pokémon,1000000,1.5,535,85,70,80,97,80,123,6,0,1
['Fairy Aura'],Xerneas,716,Xerneasゼルネアス,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,,30720,0,215,45,Life Pokémon,1250000,3,680,126,131,95,131,98,99,6,1,0
['Dark Aura'],Yveltal,717,Yveltalイベルタル,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,,30720,0,203,45,Destruction Pokémon,1250000,5.8,680,126,131,95,131,98,99,6,1,0
"['Aura Break', 'Power Construct']",Zygarde,718,Zygarde (10% Forme)ジガルデ,dragon,ground,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,,30720,0,284.6,3,Order Pokémon,1250000,5,708,216,100,121,91,95,85,6,1,0
['Clear Body'],Diancie,719,Diancieディアンシー,rock,fairy,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,,6400,70,8.8,3,Jewel Pokémon,1250000,0.7,700,50,160,110,160,110,110,6,1,0
['Magician'],Hoopa,720,Hoopa (imashimerareshi Hoopa)フーパ,psychic,ghost,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,,30720,100,,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),1250000,,680,80,160,60,170,130,80,6,1,0
['Water Absorb'],Volcanion,721,Volcanionボルケニオン,fire,water,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,,30720,100,195,3,Steam Pokémon,1250000,1.7,600,80,110,120,130,90,70,6,1,0
"['Overgrow', 'Long Reach']",Rowlet,722,Mokurohモクロー,grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,88.1,3840,70,1.5,45,Grass Quill Pokémon,1059860,0.3,320,68,55,55,50,50,42,7,0,0
"['Overgrow', 'Long Reach']",Dartrix,723,Fukuthrowフクスロー,grass,flying,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,88.1,3840,70,16,45,Blade Quill Pokémon,1059860,0.7,420,78,75,75,70,70,52,7,0,1
"['Overgrow', 'Long Reach']",Decidueye,724,Junaiperジュナイパー,grass,ghost,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,88.1,3840,70,36.6,45,Arrow Quill Pokémon,1059860,1.6,530,78,107,75,100,100,70,7,0,2
"['Blaze', 'Intimidate']",Litten,725,Nyabbyニャビー,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,3840,70,4.3,45,Fire Cat Pokémon,1059860,0.4,320,45,65,40,60,40,70,7,0,0
"['Blaze', 'Intimidate']",Torracat,726,Nyaheatニャヒート,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,3840,70,25,45,Fire Cat Pokémon,1059860,0.7,420,65,85,50,80,50,90,7,0,1
"['Blaze', 'Intimidate']",Incineroar,727,Gaogaenガオガエン,fire,dark,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,88.1,3840,70,83,45,Heel Pokémon,1059860,1.8,530,95,115,90,80,90,60,7,0,2
"['Torrent', 'Liquid Voice']",Popplio,728,Ashimariアシマリ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,3840,70,7.5,45,Sea Lion Pokémon,1059860,0.4,320,50,54,54,66,56,40,7,0,0
"['Torrent', 'Liquid Voice']",Brionne,729,Osyamariオシャマリ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,3840,70,17.5,45,Pop Star Pokémon,1059860,0.6,420,60,69,69,91,81,50,7,0,1
"['Torrent', 'Liquid Voice']",Primarina,730,Ashireneアシレーヌ,water,fairy,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,88.1,3840,70,44,45,Soloist Pokémon,1059860,1.8,530,80,74,74,126,116,60,7,0,2
"['Keen Eye', 'Skill Link', 'Pickup']",Pikipek,731,Tsutsukeraツツケラ,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,1.2,255,Woodpecker Pokémon,1000000,0.3,265,35,75,30,30,30,65,7,0,0
"['Keen Eye', 'Skill Link', 'Pickup']",Trumbeak,732,Kerarappaケララッパ,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,14.8,120,Bugle Beak Pokémon,1000000,0.6,355,55,85,50,40,50,75,7,0,1
"['Keen Eye', 'Skill Link', 'Sheer Force']",Toucannon,733,Dodekabashiドデカバシ,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,26,45,Cannon Pokémon,1000000,1.1,485,80,120,75,75,75,60,7,0,2
"['Stakeout', 'Strong Jaw', 'Adaptability']",Yungoos,734,Youngooseヤングース,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,6,255,Loitering Pokémon,1000000,0.4,253,48,70,30,30,30,45,7,0,0
"['Stakeout', 'Strong Jaw', 'Adaptability']",Gumshoos,735,Dekagooseデカグース,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,14.2,127,Stakeout Pokémon,1000000,0.7,418,88,110,60,55,60,45,7,0,1
['Swarm'],Grubbin,736,Agojimushiアゴジムシ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,4.4,255,Larva Pokémon,1000000,0.4,300,47,62,45,55,45,46,7,0,0
['Battery'],Charjabug,737,Dendimushiデンヂムシ,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,3840,70,10.5,120,Battery Pokémon,1000000,0.5,400,57,82,95,55,75,36,7,0,1
['Levitate'],Vikavolt,738,Kuwagannonクワガノン,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,3840,70,45,45,Stag Beetle Pokémon,1000000,1.5,500,77,70,90,145,75,43,7,0,2
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Crabrawler,739,Makenkaniマケンカニ,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,5120,70,7,225,Boxing Pokémon,1000000,0.6,338,47,82,57,42,47,63,7,0,0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']",Crabominable,740,Kekenkaniケケンカニ,fighting,ice,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,50,5120,70,180,60,Woolly Crab Pokémon,1000000,1.7,478,97,132,77,62,67,43,7,0,1
['Dancer'],Oricorio,741,Odoridori (pachipachi Style)オドリドリ,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,24.6,5120,70,3.4,45,Dancing Pokémon,1000000,0.6,476,75,70,70,98,70,93,7,0,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Cutiefly,742,Abulyアブリー,bug,fairy,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,50,5120,70,0.2,190,Bee Fly Pokémon,1000000,0.1,304,40,45,40,55,40,84,7,0,0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']",Ribombee,743,Aburibbonアブリボン,bug,fairy,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,50,5120,70,0.5,75,Bee Fly Pokémon,1000000,0.2,464,60,55,60,95,70,124,7,0,1
"['Keen Eye', 'Vital Spirit', 'Steadfast']",Rockruff,744,Iwankoイワンコ,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,3840,70,9.2,190,Puppy Pokémon,1000000,0.5,280,45,65,40,30,40,60,7,0,0
"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",Lycanroc,745,Lugarugan (mahiru No Sugata)ルガルガン,rock,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,3840,70,,90,Wolf Pokémon,1000000,,487,85,115,75,55,75,82,7,0,1
['Schooling'],Wishiwashi,746,Yowashi (tandoku No Sugata)ヨワシ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,3840,70,0.3,60,Small Fry Pokémon,800000,0.2,620,45,140,130,140,135,30,7,0,0
"['Merciless', 'Limber', 'Regenerator']",Mareanie,747,Hidoideヒドイデ,poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,5120,70,8,190,Brutal Star Pokémon,1000000,0.4,305,50,53,62,43,52,45,7,0,0
"['Merciless', 'Limber', 'Regenerator']",Toxapex,748,Dohidoideドヒドイデ,poison,water,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,50,5120,70,14.5,75,Brutal Star Pokémon,1000000,0.7,495,50,63,152,53,142,35,7,0,1
"['Own Tempo', 'Stamina', 'Inner Focus']",Mudbray,749,Dorobankoドロバンコ,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,5120,70,110,190,Donkey Pokémon,1000000,1,385,70,100,70,45,55,45,7,0,0
"['Own Tempo', 'Stamina', 'Inner Focus']",Mudsdale,750,Banbadoroバンバドロ,ground,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,5120,70,920,60,Draft Horse Pokémon,1000000,2.5,500,100,125,100,55,85,35,7,0,1
"['Water Bubble', 'Water Absorb']",Dewpider,751,Shizukumoシズクモ,water,bug,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,3840,70,4,200,Water Bubble Pokémon,1000000,0.3,269,38,40,52,40,72,27,7,0,0
"['Water Bubble', 'Water Absorb']",Araquanid,752,Onishizukumoオニシズクモ,water,bug,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,3840,70,82,100,Water Bubble Pokémon,1000000,1.8,454,68,70,92,50,132,42,7,0,1
"['Leaf Guard', 'Contrary']",Fomantis,753,Karikiriカリキリ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,1.5,190,Sickle Grass Pokémon,1000000,0.3,250,40,55,35,50,35,35,7,0,0
"['Leaf Guard', 'Contrary']",Lurantis,754,Lalantesラランテス,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,18.5,75,Bloom Sickle Pokémon,1000000,0.9,480,70,105,90,80,90,45,7,0,1
"['Illuminate', 'Effect Spore', 'Rain Dish']",Morelull,755,Nemasyuネマシュ,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,5120,70,1.5,190,Illuminating Pokémon,1000000,0.2,285,40,35,55,65,75,15,7,0,0
"['Illuminate', 'Effect Spore', 'Rain Dish']",Shiinotic,756,Mashadeマシェード,grass,fairy,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,50,5120,70,11.5,75,Illuminating Pokémon,1000000,1,405,60,45,80,90,100,30,7,0,1
"['Corrosion', 'Oblivious']",Salandit,757,Yatoumoriヤトウモリ,poison,fire,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,88.1,5120,70,4.8,120,Toxic Lizard Pokémon,1000000,0.6,320,48,44,40,71,40,77,7,0,0
"['Corrosion', 'Oblivious']",Salazzle,758,Ennewtエンニュート,poison,fire,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,0,5120,70,22.2,45,Toxic Lizard Pokémon,1000000,1.2,480,68,64,60,111,60,117,7,0,1
"['Fluffy', 'Klutz', 'Cute Charm']",Stufful,759,Nuikogumaヌイコグマ,normal,fighting,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,50,3840,70,6.8,140,Flailing Pokémon,1000000,0.5,340,70,75,50,45,50,50,7,0,0
"['Fluffy', 'Klutz', 'Unnerve']",Bewear,760,Kiterugumaキテルグマ,normal,fighting,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,50,3840,70,135,70,Strong Arm Pokémon,1000000,2.1,500,120,125,80,55,60,60,7,0,1
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",Bounsweet,761,Amakajiアマカジ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,5120,70,3.2,235,Fruit Pokémon,1059860,0.3,210,42,30,38,30,38,32,7,0,0
"['Leaf Guard', 'Oblivious', 'Sweet Veil']",Steenee,762,Amamaikoアママイコ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,5120,70,8.2,120,Fruit Pokémon,1059860,0.7,290,52,40,48,40,48,62,7,0,1
"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",Tsareena,763,Amajoアマージョ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,5120,70,21.4,45,Fruit Pokémon,1059860,1.2,510,72,120,98,50,98,72,7,0,2
"['Flower Veil', 'Triage', 'Natural Cure']",Comfey,764,Cuwawaキュワワー,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,24.6,5120,70,0.3,60,Posy Picker Pokémon,800000,0.1,485,51,52,90,82,110,100,7,0,0
"['Inner Focus', 'Telepathy', 'Symbiosis']",Oranguru,765,Yareyuutanヤレユータン,normal,psychic,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,50,5120,70,76,45,Sage Pokémon,1250000,1.5,490,90,60,80,90,110,60,7,0,0
"['Receiver', 'Defiant']",Passimian,766,Nagetukesaruナゲツケサル,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,5120,70,82.8,45,Teamwork Pokémon,1250000,2,490,100,120,90,40,60,80,7,0,0
['Wimp Out'],Wimpod,767,Kosokumushiコソクムシ,bug,water,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,5120,70,12,90,Turn Tail Pokémon,1000000,0.5,230,25,35,40,20,30,80,7,0,0
['Emergency Exit'],Golisopod,768,Gusokumushaグソクムシャ,bug,water,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,5120,70,108,45,Hard Scale Pokémon,1000000,2,530,75,125,140,60,90,40,7,0,1
"['Water Compaction', 'Sand Veil']",Sandygast,769,Sunabaスナバァ,ghost,ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,50,3840,70,70,140,Sand Heap Pokémon,1000000,0.5,320,55,55,80,70,45,15,7,0,0
"['Water Compaction', 'Sand Veil']",Palossand,770,Sirodethnaシロデスナ,ghost,ground,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,50,3840,70,250,60,Sand Castle Pokémon,1000000,1.3,480,85,75,110,100,75,35,7,0,1
"['Innards Out', 'Unaware']",Pyukumuku,771,Namakobushiナマコブシ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,3840,70,1.2,60,Sea Cucumber Pokémon,800000,0.3,410,55,60,130,30,130,5,7,0,0
['Battle Armor'],Type Null,772,Type: Nullタイプ：ヌル,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,30720,0,120.5,3,Synthetic Pokémon,1250000,1.9,534,95,95,95,95,95,59,7,1,0
['RKS System'],Silvally,773,Silvadyシルヴァディ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,,30720,0,100.5,3,Synthetic Pokémon,1250000,2.3,570,95,95,95,95,95,95,7,1,1
['Shields Down'],Minior,774,Metenoメテノ,rock,flying,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,,6400,70,40,30 (Meteorite)255 (Core),Meteor Pokémon,1059860,0.3,500,60,100,60,100,60,120,7,0,0
['Comatose'],Komala,775,Nekkoaraネッコアラ,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,19.9,45,Drowsing Pokémon,1250000,0.4,480,65,115,65,75,95,65,7,0,0
['Shell Armor'],Turtonator,776,Bakugamesバクガメス,fire,dragon,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,50,5120,70,212,70,Blast Turtle Pokémon,1000000,2,485,60,78,135,91,85,36,7,0,0
"['Iron Barbs', 'Lightningrod', 'Sturdy']",Togedemaru,777,Togedemaruトゲデマル,electric,steel,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,50,2560,70,3.3,180,Roly-Poly Pokémon,1000000,0.3,435,65,98,63,40,73,96,7,0,0
['Disguise'],Mimikyu,778,Mimikkyuミミッキュ,ghost,fairy,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,50,5120,70,0.7,45,Disguise Pokémon,1000000,0.2,476,55,90,80,50,105,96,7,0,0
"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",Bruxish,779,Hagigishiriハギギシリ,water,psychic,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,50,3840,70,19,80,Gnash Teeth Pokémon,1000000,0.9,475,68,105,70,70,70,92,7,0,0
"['Berserk', 'Sap Sipper', 'Cloud Nine']",Drampa,780,Jijilongジジーロン,normal,dragon,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,50,5120,70,185,70,Placid Pokémon,1000000,3,485,78,60,85,135,91,36,7,0,0
['Steelworker'],Dhelmise,781,Dadarinダダリン,ghost,grass,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,,6400,70,210,25,Sea Creeper Pokémon,1000000,3.9,517,70,131,100,86,90,40,7,0,0
"['Bulletproof', 'Soundproof', 'Overcoat']",Jangmo-o,782,Jyarakoジャラコ,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,70,29.7,45,Scaly Pokémon,1250000,0.6,300,45,55,65,45,45,45,7,0,0
"['Bulletproof', 'Soundproof', 'Overcoat']",Hakamo-o,783,Jyarangoジャランゴ,dragon,fighting,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,50,10240,70,47,45,Scaly Pokémon,1250000,1.2,420,55,75,90,65,70,65,7,0,1
"['Bulletproof', 'Soundproof', 'Overcoat']",Kommo-o,784,Jyararangaジャラランガ,dragon,fighting,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,50,10240,70,78.2,45,Scaly Pokémon,1250000,1.6,600,75,110,125,100,105,85,7,0,2
"['Electric Surge', 'Telepathy']",Tapu Koko,785,Kapu-kokekoカプ・コケコ,electric,fairy,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,,3840,70,20.5,3,Land Spirit Pokémon,1250000,1.8,570,70,115,85,95,75,130,7,1,0
